"Name","Average.User.Rating","User.Rating.Count","Price","Developer","Age.Rating","Languages","Size","Primary.Genre","Genres"
"16008","New Farming Simulator PRO 2019",4.06090464224309,3306.53127893136,0,"Haroon Muhammad","4+","EN",185155584,"Games","Games, Simulation, Strategy"
"16009","Caveman Treasure",4.06090464224309,3306.53127893136,0,"Wai Ting Wong","4+","EN",193416192,"Games","Games, Strategy, Action, Entertainment"
"16010","Fps Modern: City Killer",4.06090464224309,3306.53127893136,0,"Vu Huu Son","17+","EN",185326592,"Games","Games, Strategy, Entertainment, Action"
"16011","War World Tank II 1945",4.06090464224309,3306.53127893136,0,"Nguyen Dang Hoc","12+","EN",90860544,"Games","Games, Casual, Entertainment, Strategy"
"16012","Invaders From Dimension X!",4.06090464224309,3306.53127893136,9.99,"Lance Craner","4+","EN",339795968,"Games","Games, Strategy"
"16013","Protect The Kingdom",4.06090464224309,3306.53127893136,0,"Liangsong Fan","9+","EN, FR, JA, ZH, VI",42765312,"Games","Games, Action, Strategy"
"16014","Torikago",4.06090464224309,3306.53127893136,0,"Chi Ting Hsiao","4+","EN",101703680,"Games","Games, Strategy, Casual"
"16015","Kings Hero 2: Turn Based RPG",4,10,2.99,"Sergej Voronov","9+","EN",366799872,"Games","Games, Strategy, Role Playing"
"16016","Art Drawing Editor: Color Book",4.06090464224309,3306.53127893136,0,"Dominic Vargas","4+","CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",76728320,"Games","Games, Entertainment, Strategy, Board"
"16017","AREA12",4.06090464224309,3306.53127893136,0,"BuildMan","4+","EN",183187456,"Games","Games, Strategy, Entertainment, Board"
"16018","Marble Fly",5,6,0,"Dylan Anderson","4+","EN, HI, ID, MS, TH, VI",78527488,"Games","Games, Strategy, Education, Casual"
"16019","Supremacy 1914",5,305,0,"Bytro Labs GmbH","12+","EN",32980992,"Games","Games, Entertainment, Simulation, Strategy"
"16020","Der bronzene Himmel",4.06090464224309,3306.53127893136,1.99,"MotionWorks GmbH","4+","EN, DE",949165056,"Games","Games, Strategy, Education, Board"
"16021","Activity Stickers",4.06090464224309,3306.53127893136,0.99,"Boogygames Studios","4+","EN",1057792,"Stickers","Stickers, Games, Sports & Activities, Strategy, Adventure, Gaming"
"16022","AI Weiqi",4.06090464224309,3306.53127893136,0.99,"Jeff Wang","4+","EN, ZH",32006144,"Games","Games, Board, Education, Strategy"
"16023","Tap Block Tap",4.06090464224309,3306.53127893136,0,"Duong Pham Son","4+","EN",70937600,"Games","Games, Strategy, Trivia"
"16024","Swing Missile",4.06090464224309,3306.53127893136,0,"Alfred Watson","4+","EN",601037824,"Games","Games, Strategy, Simulation"
"16025","Endless Zombie Shooter",4.06090464224309,3306.53127893136,0,"Serkan Oezkan","9+","DE",28343296,"Games","Games, Strategy, Action, Entertainment"
"16026","Hexa Saga-make block puzzle",5,217,0,"HK CLEVERMIND TECHNOLOGY LIMITED","4+","EN",65776640,"Games","Games, Strategy, Puzzle"
"16027","Fit In The Wall",4.06090464224309,3306.53127893136,0,"Pooja Khatri","4+","EN",63011840,"Games","Games, Entertainment, Strategy, Family"
"16028","Color Helix Twisty Path Bump",4.06090464224309,3306.53127893136,0,"Khushal Khan","4+","EN",88744960,"Games","Games, Adventure, Strategy, Sports"
"16029","Tower Defense Legends: Stories",4.06090464224309,3306.53127893136,0,"Ivan Katalinic","9+","EN",241144832,"Games","Games, Strategy, Action, Entertainment"
"16030","Final Campaign: Attack Terrori",4.06090464224309,3306.53127893136,0,"Nguyen Nhu Y","17+","EN",470656000,"Games","Games, Action, Entertainment, Strategy"
"16031","Criminal&escape",4.06090464224309,3306.53127893136,0,"Nancy Bronk","4+","EN",4691968,"Games","Games, Entertainment, Racing, Strategy"
"16032","Drop The Zombie",4.06090464224309,3306.53127893136,0,"LEVEL9","9+","EN",354500608,"Games","Games, Strategy, Simulation"
"16033","Sliding block puzzle game",4.06090464224309,3306.53127893136,0,"AppLife Games","4+","EN",134277120,"Games","Games, Strategy, Puzzle"
"16034","Link the Dots Like a Pro",4.06090464224309,3306.53127893136,0,"AppLife Games","4+","EN",131788800,"Games","Games, Strategy, Puzzle"
"16035","Fill the Grids",4.06090464224309,3306.53127893136,0,"AppLife Games","4+","EN",133398528,"Games","Games, Strategy, Puzzle"
"16036","Survival on Earth-FPS 3D PRO",4.06090464224309,3306.53127893136,0,"Benjamin Diego","17+","EN",202645504,"Games","Games, Action, Strategy"
"16037","Merge Pop 4096!",4.5,73,0,"Alictus","4+","EN",129246208,"Games","Games, Puzzle, Strategy"
"16038","Forex Game - Social Trading",4.06090464224309,3306.53127893136,0,"Forex Tech","4+","EN",14344192,"Games","Games, Simulation, Strategy, Finance"
"16039","Nam \u0110\u1ebf 3: Ph\u1ee5c H\u01b0ng \u0110\u1ea1i Nghi\u1ec7p",4.06090464224309,3306.53127893136,0,"Huy Nguyen","12+","EN",313452544,"Games","Games, Role Playing, Strategy, Entertainment"
"16040","Formatch",4.06090464224309,3306.53127893136,0,"d brinqs","4+","CS, DA, NL, EN, FI, FR, DE, EL, HE, ID, IT, JA, KO, MS, NB, PL, PT, RU, ZH, ES, SV, TH, ZH, TR, VI",31911936,"Games","Games, Strategy, Puzzle"
"16041","Pool Dynamite",4.06090464224309,3306.53127893136,0,"Centaur Games","4+","EN",17882112,"Games","Games, Sports, Strategy, Entertainment"
"16042","Gym Rat - Tap to Lift",4.06090464224309,3306.53127893136,0,"Will Stankus","12+","EN",104813568,"Games","Games, Health & Fitness, Strategy, Sports"
"16043","Idle Gun Tycoon",4.5,17,0,"Sam Signey","12+","EN",30317568,"Games","Games, Strategy, Sports"
"16044","Idle Eaters",4.06090464224309,3306.53127893136,0,"Alexey Izvalov","9+","CS, DA, NL, EN, FI, FR, DE, EL, HE, ID, IT, JA, KO, MS, NB, PL, PT, RU, ZH, ES, SV, TH, ZH, TR, VI",51996672,"Games","Games, Simulation, Strategy"
"16045","Blockz VS Planes",4.06090464224309,3306.53127893136,0,"Pooja Khatri","4+","EN",55434240,"Games","Games, Adventure, Strategy, Entertainment"
"16046","APEX Wallpapers for Legends",4.5,218,0,"aimad nbou","4+","EN",20985856,"Entertainment","Entertainment, Games, Action, Strategy"
"16047","Future Defense War",4.06090464224309,3306.53127893136,0.99,"Zhendong Yang","4+","EN",293216256,"Games","Games, Strategy"
"16048","Electric Grid",4.06090464224309,3306.53127893136,0,"Zhang Zhao","9+","EN",84943872,"Games","Games, Entertainment, Strategy, Puzzle"
"16049","Magic War - Castle Defense",4.06090464224309,3306.53127893136,0,"Appsoleut Coders LLP","12+","EN",277471232,"Games","Games, Strategy, Role Playing"
"16050","Simple Sudoku Puzzles",4.06090464224309,3306.53127893136,0,"Andrew London","4+","EN",20956160,"Games","Games, Education, Puzzle, Strategy"
"16051","Dot-Box",4.06090464224309,3306.53127893136,0,"Javanshir Huseynli","4+","EN",62223360,"Games","Games, Puzzle, Strategy"
"16052","SpyCatch",4.06090464224309,3306.53127893136,0,"hiroyuki inoue","4+","EN",26963968,"Games","Games, Entertainment, Simulation, Strategy"
"16053","Valentine Bubble Shooter",4.06090464224309,3306.53127893136,0,"oussama bendaoud","4+","EN",15684608,"Games","Games, Casual, Strategy"
"16054","Cats Tower - Merge Kittens!",5,13156,0,"Rhino Games LLC","4+","EN, RU",158792704,"Games","Games, Entertainment, Strategy, Simulation"
"16055","Math Games Arena",4.06090464224309,3306.53127893136,1.99,"mikail cetinkaya","4+","EN",109818880,"Games","Games, Entertainment, Strategy, Puzzle"
"16056","JellyPop\u2122 - Match 2 Puzzle",4.06090464224309,3306.53127893136,0,"Han Gao","4+","EN",216616960,"Games","Games, Puzzle, Strategy"
"16057","Merge Racing Cars",4.06090464224309,3306.53127893136,0,"ArgeWorld","4+","EN, JA, TR",129371136,"Games","Games, Racing, Strategy"
"16058","Commander English",4.06090464224309,3306.53127893136,1.99,"Aphid Pty Ltd","9+","EN",37195776,"Education","Education, Casual, Strategy, Games"
"16059","Fire Ball Around",4.06090464224309,3306.53127893136,0,"Duong Pham Son","4+","EN",62247936,"Games","Games, Trivia, Strategy"
"16060","Solar Settlers",5,8,3.99,"Brett Lowey","4+","EN",443162624,"Games","Games, Board, Strategy"
"16061","CTOR: Brain Strategy",4.06090464224309,3306.53127893136,0,"Deskree Inc.","4+","EN",183200768,"Games","Games, Entertainment, Board, Strategy"
"16062","Kingdom Defense Tower Clash",4.06090464224309,3306.53127893136,0,"Lembah Antinasari","4+","EN",743631872,"Games","Games, Strategy, Role Playing"
"16063","Ring Of Battle",2,15,0,"amine Eddaha","12+","EN",129359872,"Games","Games, Action, Strategy, Sports"
"16064","Narde Backgammon",4.06090464224309,3306.53127893136,0,"Yuri Opolev","4+","EN",82174976,"Games","Games, Strategy, Board"
"16065","Simple Pente",4.06090464224309,3306.53127893136,0,"Lawrence Johnson","4+","EN",42568704,"Games","Games, Board, Strategy"
"16066","Sudoku Extreme - Number Puzzle",5,233,0,"Pranoy Chowdhury","4+","EN",41719808,"Games","Games, Magazines & Newspapers, Board, Strategy"
"16067","Killers Match - Battle Ground",4.06090464224309,3306.53127893136,0,"Mustafa Er","9+","EN",503794688,"Games","Games, Strategy, Action"
"16068","Heroes Auto Chess - RPG Battle",3,75,0,"Tap2Play LLC","12+","ZH, EN, FR, DE, ID, KO, RU, ZH, ES, TH, ZH, TR, VI",278671360,"Games","Games, Board, Strategy"
"16069","Prajna Ship",4.06090464224309,3306.53127893136,0,"lilin Zhang","9+","EN, ZH, ZH",53318656,"Games","Games, Role Playing, Strategy"
"16070","SpellForce - Heroes & Magic",3.5,8,6.99,"HandyGames","9+","EN, FR, DE, JA, KO, PL, PT, RU, ZH, ES, ZH",469365760,"Games","Games, Strategy, Role Playing"
"16071","Vega Defender",4.06090464224309,3306.53127893136,0.99,"Magitech Corporation","9+","EN",18064384,"Games","Games, Strategy, Entertainment, Casual"
"16072","Iced In",4.06090464224309,3306.53127893136,0.99,"Dennis Mengelt","4+","EN",142816256,"Games","Games, Strategy, Puzzle"
"16073","Fable Age",4.5,81,0,"Gogii Games Corp.","9+","EN",164343808,"Games","Games, Role Playing, Strategy"
"16074","E-Commerce Stickers",4.06090464224309,3306.53127893136,0.99,"Boogygames Studios","4+","EN",1408000,"Stickers","Stickers, Places & Objects, Gaming, Games, Strategy, Action"
"16075","Scartkaobels The Game",4.06090464224309,3306.53127893136,0,"Marcel van Heist","4+","EN",62395392,"Games","Games, Puzzle, Strategy, Entertainment"
"16076","Supermarket Mania",4.06090464224309,3306.53127893136,0,"Qingfeng Yang","4+","EN",203535360,"Games","Games, Entertainment, Board, Strategy"
"16077","SOMBIES the Space Zombies",4.5,67,0,"Fantasy Sports Company, LLC","9+","EN",199919616,"Games","Games, Strategy, Simulation"
"16078","Fantasy Music Manager",4.06090464224309,3306.53127893136,0,"Tight","4+","EN",14030848,"Games","Games, Strategy, Music, Music"
"16079","Rock Collector",4.5,20,0,"Jeffrey Koers","4+","EN",104078336,"Games","Games, Simulation, Strategy"
"16080","\"Papa's Wingeria To Go!\"",5,51,1.99,"Flipline Studios","4+","EN",73931776,"Games","Games, Simulation, Strategy"
"16081","Fisherman - Idle Fishing Game",4.5,35,0,"Dominik Babiarz","12+","EN",96850944,"Games","Games, Simulation, Strategy"
"16082","Casual Tree - Idle Tap Clicker",4.06090464224309,3306.53127893136,0,"Dominik Babiarz","12+","EN",68858880,"Games","Games, Simulation, Strategy"
"16083","Mirkowanie - Idle Clicker Game",4.06090464224309,3306.53127893136,0,"Dominik Babiarz","12+","EN",61064192,"Games","Games, Simulation, Strategy"
"16084","Test Inteligencia",4.06090464224309,3306.53127893136,0,"David Rodriguez","4+","ES",21378048,"Education","Education, Games, Strategy, Puzzle"
"16085","Idle Zoo - Animal Park Tycoon",4.5,10,0,"Rapid Turtle Games","4+","AR, HY, BN, BG, CA, HR, CS, DA, NL, EN, FI, FR, DE, EL, GU, HE, HI, HU, ID, IT, JA, KN, KO, MS, MR, NB, FA, PL, PT, RO, RU, SR, ZH, SK, ES, SV, TL, TA, TH, ZH, TR, UK, UR, VI",85534720,"Games","Games, Simulation, Strategy"
"16086","Arcane Pets: Plushie Empire",4.5,13,0,"Peter Polansky","4+","EN",133544960,"Games","Games, Simulation, Strategy"
"16087","Turtle Muck",4.5,6,0,"Joe Caporuscio","4+","EN",26270720,"Games","Games, Casual, Strategy"
"16088","Thin Lines",4.06090464224309,3306.53127893136,0,"Hiren Parikh","4+","EN",53177344,"Games","Games, Board, Strategy"
"16089","Reach It",4.06090464224309,3306.53127893136,0,"Torben Steen","4+","EN",28303360,"Games","Games, Trivia, Strategy"
"16090","Merge Empire",4.5,2317,0,"DIGITAL MELODY GAMES KITAJEWSKI I STALEWSKI SPOLKA JAWNA","9+","ZH, EN, FR, DE, JA, KO, PL, PT, RU, ES",229282816,"Games","Games, Simulation, Strategy, Lifestyle"
"16091","Auto Chess Legends: Teamfight",3.5,34,0,"Suga","9+","AR, ZH, EN, FR, DE, ID, IT, JA, KO, PT, RU, ZH, ES, TH, ZH, VI",456816640,"Games","Games, Strategy, Role Playing, Entertainment"
"16092","Civilopedia",4.06090464224309,3306.53127893136,0,"Jianing Zhan","4+","ZH, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES",232836096,"Utilities","Utilities, Games, Strategy"
"16093","Lines of Fire 2 The Board Game",4.06090464224309,3306.53127893136,0.99,"Adam Artajew","12+","EN",101782528,"Games","Games, Strategy, Entertainment, Board"
"16094","Alien Assault TD Lite",4.06090464224309,3306.53127893136,0,"Jason Roskens","9+","EN",210197504,"Games","Games, Strategy, Action"
"16095","War Whiz Tactics",4.06090464224309,3306.53127893136,3.99,"Timon Haringa","9+","EN",136952832,"Games","Games, Strategy"
"16096","Army Shooter Soldier Civil War",4.06090464224309,3306.53127893136,0,"Teeranggool Pongsapipat","17+","EN",219998208,"Games","Games, Strategy, Action"
"16097","Sport Car Driving: City Advent",3,97,0,"MAI THI HUONG","4+","EN",344571904,"Games","Games, Strategy, Entertainment, Racing"
"16098","Sport Car Driving: City Advent",3,97,0,"MAI THI HUONG","4+","EN",344571904,"Games","Games, Strategy, Entertainment, Racing"
"16099","Habbo Clicker",4.06090464224309,3306.53127893136,0,"Sulake Corporation Oy","4+","EN",61945856,"Games","Games, Role Playing, Strategy"
"16100","KOTH - strategy games offline",4.06090464224309,3306.53127893136,0,"Roman Vorobuev","12+","EN",283422720,"Games","Games, Strategy, Casual, Entertainment"
"16101","Decks Royale for Clash Royale",4.5,63,0,"Rome Rock LLC","4+","EN, FR, RU, ES",74777600,"Utilities","Utilities, Action, Games, Strategy"
"16102","Character Roulette for Apex",4.06090464224309,3306.53127893136,0,"Michael Schott","4+","",38167552,"Entertainment","Entertainment, Games, Strategy, Action"
"16103","Aim Master",3.5,707,0,"Vexigo Inc","4+","EN",106439680,"Games","Games, Entertainment, Strategy, Simulation"
"16104","Shoot Killing: Assault War",4.06090464224309,3306.53127893136,0,"Nguyen Thi Giang","17+","EN",171015168,"Games","Games, Strategy, Action, Entertainment"
"16105","State of Survival",4.06090464224309,3306.53127893136,0.813418712830478,"KingsGroup Holdings","17+","EN",251956224,"Games","Games, Role Playing, Strategy"
"16106","512+1024+2048+GameBOX",4.06090464224309,3306.53127893136,0.99,"allan cook","4+","EN",15253504,"Games","Games, Strategy, Entertainment, Puzzle"
"16107","Avatar Kingdoms",4,40,0,"Oasis Games","4+","",732659712,"Games","Games, Adventure, Strategy"
"16108","Puteri Bumi Gunung Api",4.06090464224309,3306.53127893136,0,"Isaac Kerlow","4+","EN",143498240,"Games","Games, Strategy"
"16109","Chess with friends game",4.06090464224309,3306.53127893136,0,"Roghan Games","4+","EN",92826624,"Games","Games, Education, Strategy, Board"
"16110","Ludo Lite",4.06090464224309,3306.53127893136,0,"Fadma AKOUNAD","4+","EN",18551808,"Games","Games, Family, Entertainment, Strategy"
"16111","Plus 1 Puzzle",4.06090464224309,3306.53127893136,0,"chenglin li","4+","EN",28141568,"Games","Games, Entertainment, Strategy, Puzzle"
"16112","Plus 1 Puzzle",4.06090464224309,3306.53127893136,0,"chenglin li","4+","EN",28141568,"Games","Games, Entertainment, Strategy, Puzzle"
"16113","Happy Glass Unicorn Game",4.06090464224309,3306.53127893136,0,"yassine aderdour","4+","EN",63990784,"Games","Games, Strategy, Puzzle, Entertainment"
"16114","Populars Way",4.06090464224309,3306.53127893136,0,"Lulzim Dauti","4+","EN",29513728,"Games","Games, Strategy, Casual"
"16115","Tile Shift",4.06090464224309,3306.53127893136,0,"Bryan Collins","4+","EN",18172928,"Games","Games, Entertainment, Puzzle, Strategy"
"16116","Tatic Archey Towers Defend",4.06090464224309,3306.53127893136,0,"Vu Huu Son","12+","EN",243422208,"Games","Games, Entertainment, Action, Strategy"
"16117","Golf Wolf - Trick Shot",2,5,0,"francois garrigues","4+","EN",188324864,"Games","Games, Sports, Strategy"
"16118","Callbreak Classic",4.06090464224309,3306.53127893136,0,"Yarsa Labs","12+","EN",80264192,"Games","Games, Entertainment, Card, Strategy"
"16119","MTG Events",4.06090464224309,3306.53127893136,0,"Mattias Berggren","4+","EN",196127744,"Games","Games, Strategy, Utilities, Card"
"16120","Tales of Chessia Lite",4.06090464224309,3306.53127893136,0,"KC Thomas","9+","EN",90593280,"Games","Games, Strategy, Adventure"
"16121","64K Challenge",4.06090464224309,3306.53127893136,0,"Hoai Nam Nguyen","4+","EN",121177088,"Games","Games, Strategy, Education, Puzzle"
"16122","Stop Shot",4.06090464224309,3306.53127893136,0,"Lawrence Cirocco","4+","EN",14127104,"Games","Games, Strategy, Casual, Entertainment"
"16123","Color Up Idle",4.06090464224309,3306.53127893136,0,"Mathieu Vergnaud","4+","EN",150518784,"Games","Games, Simulation, Strategy"
"16124","Space Idle",4.5,33,0,"Yannick Tirand","4+","EN",168593408,"Games","Games, Simulation, Strategy"
"16125","S4GE - Tactical RPG",4.06090464224309,3306.53127893136,0,"Playtra","9+","EN",643190784,"Games","Games, Adventure, Strategy"
"16126","Mini Gal4Xy",4,9,1.99,"Jerome Bodin","4+","EN, FR",183696384,"Games","Games, Strategy"
"16127","Red Lip Challenge",4.06090464224309,3306.53127893136,0,"Mak Ngai Lim","4+","ZH, EN, ZH, ZH",128617472,"Games","Games, Entertainment, Simulation, Strategy"
"16128","Sunflower Factory: Idle Tycoon",5,59,0,"Trung nguyen","4+","EN",115306496,"Games","Games, Strategy, Simulation"
"16129","Circle Quest",4.06090464224309,3306.53127893136,0,"Joyce Ferguson","4+","EN",66579456,"Games","Games, Entertainment, Strategy, Casual"
"16130","Roller The Ball",5,13,0,"Yuming Mu","4+","EN, ZH",101616640,"Games","Games, Puzzle, Strategy"
"16131","Search Mines Wear - Watch game",4.06090464224309,3306.53127893136,0.99,"Tocapp Games S.L.","4+","EN",29025280,"Games","Games, Puzzle, Entertainment, Strategy"
"16132","Puzzle&Battle",4.06090464224309,3306.53127893136,0,"Yasuhito Murase","4+","EN",110341120,"Games","Games, Strategy, Puzzle"
"16133","Kids Learning Puzzle",4.06090464224309,3306.53127893136,0,"rohit aneja","4+","EN",41531392,"Games","Games, Puzzle, Education, Strategy"
"16134","2048 Plus new",4.06090464224309,3306.53127893136,0,"Makayla Riley","4+","EN, ZH, ZH",21270528,"Games","Games, Puzzle, Strategy"
"16135","LaserSwipe: Draw, Bounce & Win",4.06090464224309,3306.53127893136,0,"Richard Opoku","4+","EN",114025472,"Games","Games, Casual, Strategy"
